帧ID,数据集,化学式,完整化学式,体系原子数,构型标签,能量_eV,能量_eV_per_atom,力_最大模长_eV_per_A,力_RMS_eV_per_A,体积_Angstrom3,密度_Atom_per_Angstrom3,源文件,帧序号
GST225:01001,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-197.674272,-3.529898,1.276867,0.674014,1728.0,0.032407,data/MLIP_training_data_DFT_labeled/GST225.xyz,1001
GST225:01002,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-181.584087,-3.242573,9.367486,3.230541,1619.5175,0.034578,data/MLIP_training_data_DFT_labeled/GST225.xyz,1002
GST225:01003,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-194.401237,-3.471451,3.045998,1.276809,1808.7093,0.030961,data/MLIP_training_data_DFT_labeled/GST225.xyz,1003
GST225:01004,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-192.629481,-3.439812,3.762513,1.472634,1725.6083,0.032452,data/MLIP_training_data_DFT_labeled/GST225.xyz,1004
GST225:01005,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-194.68256,-3.476474,4.194737,1.722155,1756.2755,0.031886,data/MLIP_training_data_DFT_labeled/GST225.xyz,1005
GST225:01006,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-192.721512,-3.441456,5.017658,2.107932,1695.5076,0.033028,data/MLIP_training_data_DFT_labeled/GST225.xyz,1006
GST225:01007,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-191.850742,-3.425906,4.32664,2.062378,1734.6385,0.032283,data/MLIP_training_data_DFT_labeled/GST225.xyz,1007
GST225:01008,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-188.858289,-3.372469,9.265009,2.888789,1752.9623,0.031946,data/MLIP_training_data_DFT_labeled/GST225.xyz,1008
GST225:01009,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-189.738751,-3.388192,4.967299,1.710025,1796.2163,0.031177,data/MLIP_training_data_DFT_labeled/GST225.xyz,1009
GST225:01010,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-178.018961,-3.17891,7.520197,3.157768,1610.131,0.03478,data/MLIP_training_data_DFT_labeled/GST225.xyz,1010
GST225:01011,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-193.411199,-3.453771,5.18281,1.479511,1814.1855,0.030868,data/MLIP_training_data_DFT_labeled/GST225.xyz,1011
GST225:01012,GST225,GeSb2Te4,Ge8Sb16Te32,56,GST-NE,-185.76323,-3.317201,6.130881,2.377125,1698.5581,0.032969,data/MLIP_training_data_DFT_labeled/GST225.xyz,1012
GST225:01013,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-641.468556,-3.467398,2.68556,1.078846,5893.3469,0.031391,data/MLIP_training_data_DFT_labeled/GST225.xyz,1013
GST225:01014,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-654.690688,-3.538869,3.510262,1.13705,6002.5117,0.03082,data/MLIP_training_data_DFT_labeled/GST225.xyz,1014
GST225:01015,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-638.748356,-3.452694,2.821098,1.241965,5692.3281,0.0325,data/MLIP_training_data_DFT_labeled/GST225.xyz,1015
GST225:01016,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-647.359877,-3.499243,2.959282,1.115911,6038.3585,0.030637,data/MLIP_training_data_DFT_labeled/GST225.xyz,1016
GST225:01017,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-647.014442,-3.497375,2.928746,1.212879,5933.2104,0.03118,data/MLIP_training_data_DFT_labeled/GST225.xyz,1017
GST225:01018,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-648.231825,-3.503956,3.479065,1.344935,5773.8716,0.032041,data/MLIP_training_data_DFT_labeled/GST225.xyz,1018
GST225:01019,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-647.429223,-3.499617,3.778172,1.3031,5774.7805,0.032036,data/MLIP_training_data_DFT_labeled/GST225.xyz,1019
GST225:01020,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-649.371137,-3.510114,2.636244,1.145738,5894.4465,0.031385,data/MLIP_training_data_DFT_labeled/GST225.xyz,1020
GST225:01021,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-655.270163,-3.542001,2.580667,1.057919,6038.3475,0.030638,data/MLIP_training_data_DFT_labeled/GST225.xyz,1021
GST225:01022,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-626.882258,-3.388553,3.775594,1.399653,5644.6394,0.032774,data/MLIP_training_data_DFT_labeled/GST225.xyz,1022
GST225:01023,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-643.414598,-3.477917,3.86826,1.214617,5926.9294,0.031213,data/MLIP_training_data_DFT_labeled/GST225.xyz,1023
GST225:01024,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-642.32547,-3.47203,3.18828,1.456372,5665.1357,0.032656,data/MLIP_training_data_DFT_labeled/GST225.xyz,1024
GST225:01025,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-640.333041,-3.46126,3.980336,1.55982,5679.9605,0.032571,data/MLIP_training_data_DFT_labeled/GST225.xyz,1025
GST225:01026,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-635.172941,-3.433367,3.299829,1.340161,5771.3319,0.032055,data/MLIP_training_data_DFT_labeled/GST225.xyz,1026
GST225:01027,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-647.276185,-3.49879,3.249709,1.251841,5815.951,0.031809,data/MLIP_training_data_DFT_labeled/GST225.xyz,1027
GST225:01028,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-644.799705,-3.485404,2.868515,1.182022,5839.6737,0.03168,data/MLIP_training_data_DFT_labeled/GST225.xyz,1028
GST225:01029,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-643.717622,-3.479555,3.325052,1.222767,5765.5582,0.032087,data/MLIP_training_data_DFT_labeled/GST225.xyz,1029
GST225:01030,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-639.122653,-3.454717,3.096339,1.276485,6058.8428,0.030534,data/MLIP_training_data_DFT_labeled/GST225.xyz,1030
GST225:01031,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-653.389569,-3.531836,3.041816,1.158518,5884.5295,0.031438,data/MLIP_training_data_DFT_labeled/GST225.xyz,1031
GST225:01032,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-650.880259,-3.518272,3.761952,1.16684,6111.3537,0.030272,data/MLIP_training_data_DFT_labeled/GST225.xyz,1032
GST225:01033,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-643.758601,-3.479776,3.180285,1.07786,5973.8536,0.030968,data/MLIP_training_data_DFT_labeled/GST225.xyz,1033
GST225:01034,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-652.697016,-3.528092,3.252353,0.984785,6144.8833,0.030106,data/MLIP_training_data_DFT_labeled/GST225.xyz,1034
GST225:01035,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-650.676422,-3.51717,3.240436,1.070823,6130.3644,0.030178,data/MLIP_training_data_DFT_labeled/GST225.xyz,1035
GST225:01036,GST225,Ge15Sb62Te108,Ge15Sb62Te108,185,GST-NE,-652.708333,-3.528153,2.619931,0.98563,6128.4599,0.030187,data/MLIP_training_data_DFT_labeled/GST225.xyz,1036
GST225:01037,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-70.776527,-3.370311,5.217096,2.85207,598.098,0.035111,data/MLIP_training_data_DFT_labeled/GST225.xyz,1037
GST225:01038,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-78.022189,-3.715342,0.900929,0.588619,643.6215,0.032628,data/MLIP_training_data_DFT_labeled/GST225.xyz,1038
GST225:01039,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-75.011102,-3.571957,4.218743,1.721746,641.5122,0.032735,data/MLIP_training_data_DFT_labeled/GST225.xyz,1039
GST225:01040,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-72.239432,-3.439973,5.270477,2.200349,651.9475,0.032211,data/MLIP_training_data_DFT_labeled/GST225.xyz,1040
GST225:01041,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-74.822523,-3.562977,2.619115,1.317786,740.3976,0.028363,data/MLIP_training_data_DFT_labeled/GST225.xyz,1041
GST225:01042,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-72.802916,-3.466806,1.538448,0.791557,825.2504,0.025447,data/MLIP_training_data_DFT_labeled/GST225.xyz,1042
GST225:01043,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-74.614968,-3.553094,3.908844,1.798932,673.6579,0.031173,data/MLIP_training_data_DFT_labeled/GST225.xyz,1043
GST225:01044,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-70.94866,-3.378508,4.394106,2.373758,613.5455,0.034227,data/MLIP_training_data_DFT_labeled/GST225.xyz,1044
GST225:01045,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-72.153662,-3.435889,4.741469,2.599178,599.7902,0.035012,data/MLIP_training_data_DFT_labeled/GST225.xyz,1045
GST225:01046,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-75.638941,-3.601854,3.571134,1.638788,643.5929,0.032629,data/MLIP_training_data_DFT_labeled/GST225.xyz,1046
GST225:01047,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-75.326554,-3.586979,1.790106,0.779446,755.7834,0.027786,data/MLIP_training_data_DFT_labeled/GST225.xyz,1047
GST225:01048,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-74.937945,-3.568474,2.048877,0.962346,768.9905,0.027309,data/MLIP_training_data_DFT_labeled/GST225.xyz,1048
GST225:01049,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-73.454249,-3.497821,1.685106,0.86561,687.8944,0.030528,data/MLIP_training_data_DFT_labeled/GST225.xyz,1049
GST225:01050,GST225,GeSbTe3,Ge3Sb3Te9,15,GST-NE,-52.527904,-3.50186,3.622555,1.746236,428.2485,0.035026,data/MLIP_training_data_DFT_labeled/GST225.xyz,1050
GST225:01051,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-76.906562,-3.662217,1.266968,0.948121,601.3384,0.034922,data/MLIP_training_data_DFT_labeled/GST225.xyz,1051
GST225:01052,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-72.584577,-3.456408,8.846777,3.269596,622.2405,0.033749,data/MLIP_training_data_DFT_labeled/GST225.xyz,1052
GST225:01053,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-74.628342,-3.553731,2.429332,1.482768,704.7838,0.029796,data/MLIP_training_data_DFT_labeled/GST225.xyz,1053
GST225:01054,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-73.44488,-3.497375,8.865739,3.17627,672.6597,0.031219,data/MLIP_training_data_DFT_labeled/GST225.xyz,1054
GST225:01055,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-74.644424,-3.554496,2.466722,1.265757,712.44,0.029476,data/MLIP_training_data_DFT_labeled/GST225.xyz,1055
GST225:01056,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-74.591119,-3.551958,2.308913,1.231396,753.0741,0.027886,data/MLIP_training_data_DFT_labeled/GST225.xyz,1056
GST225:01057,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-72.896815,-3.471277,1.268625,0.628992,841.8214,0.024946,data/MLIP_training_data_DFT_labeled/GST225.xyz,1057
GST225:01058,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-73.106527,-3.481263,1.99339,1.177772,658.2775,0.031901,data/MLIP_training_data_DFT_labeled/GST225.xyz,1058
GST225:01059,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-75.481464,-3.594355,2.308612,1.30781,664.4455,0.031605,data/MLIP_training_data_DFT_labeled/GST225.xyz,1059
GST225:01060,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-73.033077,-3.477766,4.420578,2.134229,610.1398,0.034418,data/MLIP_training_data_DFT_labeled/GST225.xyz,1060
GST225:01061,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-78.130546,-3.720502,0.595896,0.329237,687.8417,0.03053,data/MLIP_training_data_DFT_labeled/GST225.xyz,1061
GST225:01062,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-76.655012,-3.650239,1.701242,1.001384,691.3578,0.030375,data/MLIP_training_data_DFT_labeled/GST225.xyz,1062
GST225:01063,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-75.101522,-3.576263,1.847399,0.910142,747.496,0.028094,data/MLIP_training_data_DFT_labeled/GST225.xyz,1063
GST225:01064,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-77.43312,-3.687291,0.342083,0.239266,734.0423,0.028609,data/MLIP_training_data_DFT_labeled/GST225.xyz,1064
GST225:01065,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-76.105524,-3.624073,0.624991,0.343075,782.2667,0.026845,data/MLIP_training_data_DFT_labeled/GST225.xyz,1065
GST225:01066,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-73.907852,-3.519422,1.874555,0.841799,812.2862,0.025853,data/MLIP_training_data_DFT_labeled/GST225.xyz,1066
GST225:01067,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-78.266801,-3.726991,0.076177,0.040059,707.7578,0.029671,data/MLIP_training_data_DFT_labeled/GST225.xyz,1067
GST225:01068,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-74.438951,-3.544712,4.22146,1.919185,717.6278,0.029263,data/MLIP_training_data_DFT_labeled/GST225.xyz,1068
GST225:01069,GST225,GeSbTe3,Ge3Sb3Te9,15,GST-NE,-53.333095,-3.55554,2.617486,1.208154,437.2719,0.034304,data/MLIP_training_data_DFT_labeled/GST225.xyz,1069
GST225:01070,GST225,GeSb2Te4,Ge3Sb6Te12,21,GST-NE,-75.187412,-3.580353,1.679629,1.131313,702.4464,0.029896,data/MLIP_training_data_DFT_labeled/GST225.xyz,1070
GST225:01071,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-287.311331,-3.547053,2.316723,0.961552,2128.2016,0.03806,data/MLIP_training_data_DFT_labeled/GST225.xyz,1071
GST225:01072,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-272.931623,-3.369526,6.406919,2.47846,2174.8257,0.037244,data/MLIP_training_data_DFT_labeled/GST225.xyz,1072
GST225:01073,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-291.289106,-3.596162,1.881897,0.890033,2277.8464,0.03556,data/MLIP_training_data_DFT_labeled/GST225.xyz,1073
GST225:01074,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-273.869414,-3.381104,7.680671,2.567538,2238.2649,0.036189,data/MLIP_training_data_DFT_labeled/GST225.xyz,1074
GST225:01075,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-266.883048,-3.294852,12.160048,2.873455,2198.7506,0.036839,data/MLIP_training_data_DFT_labeled/GST225.xyz,1075
GST225:01076,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-299.192815,-3.693738,1.603124,0.900145,2434.3466,0.033274,data/MLIP_training_data_DFT_labeled/GST225.xyz,1076
GST225:01077,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-281.42634,-3.474399,2.498881,1.101499,2671.4436,0.030321,data/MLIP_training_data_DFT_labeled/GST225.xyz,1077
GST225:01078,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-283.236508,-3.496747,2.056402,0.99096,2781.1589,0.029125,data/MLIP_training_data_DFT_labeled/GST225.xyz,1078
GST225:01079,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-284.060287,-3.506917,2.267881,1.096418,2729.4584,0.029676,data/MLIP_training_data_DFT_labeled/GST225.xyz,1079
GST225:01080,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-285.893486,-3.529549,2.18274,0.886955,2854.449,0.028377,data/MLIP_training_data_DFT_labeled/GST225.xyz,1080
GST225:01081,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-251.513066,-3.1051,12.795416,3.497397,2016.4533,0.04017,data/MLIP_training_data_DFT_labeled/GST225.xyz,1081
GST225:01082,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-276.668535,-3.415661,5.083773,2.015244,2260.2744,0.035836,data/MLIP_training_data_DFT_labeled/GST225.xyz,1082
GST225:01083,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-267.010411,-3.296425,10.436136,2.689586,2158.7323,0.037522,data/MLIP_training_data_DFT_labeled/GST225.xyz,1083
GST225:01084,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-284.593396,-3.513499,6.914372,1.930759,2260.0407,0.03584,data/MLIP_training_data_DFT_labeled/GST225.xyz,1084
GST225:01085,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-282.43303,-3.486828,6.068797,1.80879,2355.2298,0.034392,data/MLIP_training_data_DFT_labeled/GST225.xyz,1085
GST225:01086,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-287.2817,-3.546688,3.172312,1.20647,2590.5826,0.031267,data/MLIP_training_data_DFT_labeled/GST225.xyz,1086
GST225:01087,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-287.823337,-3.553375,9.949833,2.065611,2504.9712,0.032336,data/MLIP_training_data_DFT_labeled/GST225.xyz,1087
GST225:01088,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-288.099244,-3.556781,3.604556,1.497207,2515.215,0.032204,data/MLIP_training_data_DFT_labeled/GST225.xyz,1088
GST225:01089,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-278.952484,-3.443858,4.255817,1.510073,2589.0076,0.031286,data/MLIP_training_data_DFT_labeled/GST225.xyz,1089
GST225:01090,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-298.580549,-3.68618,1.64482,0.920274,2597.8556,0.03118,data/MLIP_training_data_DFT_labeled/GST225.xyz,1090
GST225:01091,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-284.307446,-3.509968,2.215977,1.099142,2685.9898,0.030156,data/MLIP_training_data_DFT_labeled/GST225.xyz,1091
GST225:01092,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-287.432529,-3.54855,2.629355,1.112731,2540.069,0.031889,data/MLIP_training_data_DFT_labeled/GST225.xyz,1092
GST225:01093,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-285.863963,-3.529185,3.12647,1.033474,2956.1016,0.027401,data/MLIP_training_data_DFT_labeled/GST225.xyz,1093
GST225:01094,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-294.352137,-3.633977,1.789882,0.975077,2768.5269,0.029257,data/MLIP_training_data_DFT_labeled/GST225.xyz,1094
GST225:01095,GST225,Ge2Sb2Te5,Ge18Sb18Te45,81,GST-NE,-288.211636,-3.558168,2.091243,1.039236,2738.9086,0.029574,data/MLIP_training_data_DFT_labeled/GST225.xyz,1095
GST225:01096,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-231.408746,-3.793586,0.60951,0.362629,1728.0,0.035301,data/MLIP_training_data_DFT_labeled/GST225.xyz,1096
GST225:01097,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-221.807018,-3.636181,6.341651,2.024433,1794.8269,0.033987,data/MLIP_training_data_DFT_labeled/GST225.xyz,1097
GST225:01098,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-223.315599,-3.660911,4.179671,1.491096,1767.763,0.034507,data/MLIP_training_data_DFT_labeled/GST225.xyz,1098
GST225:01099,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-230.80147,-3.783631,0.765287,0.375695,1728.0,0.035301,data/MLIP_training_data_DFT_labeled/GST225.xyz,1099
GST225:01100,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-223.74201,-3.667902,3.640822,1.501853,1726.9644,0.035322,data/MLIP_training_data_DFT_labeled/GST225.xyz,1100
GST225:01101,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-223.147283,-3.658152,5.684571,1.538088,1734.8769,0.035161,data/MLIP_training_data_DFT_labeled/GST225.xyz,1101
GST225:01102,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-222.305283,-3.644349,7.072981,1.701921,1752.2926,0.034812,data/MLIP_training_data_DFT_labeled/GST225.xyz,1102
GST225:01103,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-221.592641,-3.632666,3.235903,1.637452,1650.3859,0.036961,data/MLIP_training_data_DFT_labeled/GST225.xyz,1103
GST225:01104,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-232.056365,-3.804203,0.70426,0.336852,1728.0,0.035301,data/MLIP_training_data_DFT_labeled/GST225.xyz,1104
GST225:01105,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-219.765559,-3.602714,6.827462,1.861044,1671.1843,0.036501,data/MLIP_training_data_DFT_labeled/GST225.xyz,1105
GST225:01106,GST225,Ge32Sb6Te23,Ge32Sb6Te23,61,GST-NE,-225.769961,-3.701147,4.184783,1.218636,1744.2265,0.034973,data/MLIP_training_data_DFT_labeled/GST225.xyz,1106
GST225:01107,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-224.22562,-3.67583,1.350089,0.596973,1728.0,0.035301,data/MLIP_training_data_DFT_labeled/GST225.xyz,1107
GST225:01108,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-218.482492,-3.58168,4.539577,1.751397,1760.5898,0.034647,data/MLIP_training_data_DFT_labeled/GST225.xyz,1108
GST225:01109,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-222.963294,-3.655136,2.455929,1.085402,1791.6458,0.034047,data/MLIP_training_data_DFT_labeled/GST225.xyz,1109
GST225:01110,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-218.43817,-3.580954,3.014921,1.491122,1676.1028,0.036394,data/MLIP_training_data_DFT_labeled/GST225.xyz,1110
GST225:01111,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-220.041875,-3.607244,4.985655,1.398953,1750.6095,0.034845,data/MLIP_training_data_DFT_labeled/GST225.xyz,1111
GST225:01112,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-220.594687,-3.616306,5.982571,1.82762,1707.8921,0.035717,data/MLIP_training_data_DFT_labeled/GST225.xyz,1112
GST225:01113,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-212.754335,-3.487776,6.447077,2.093726,1762.1235,0.034617,data/MLIP_training_data_DFT_labeled/GST225.xyz,1113
GST225:01114,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-225.528158,-3.697183,2.993915,1.194821,1724.8627,0.035365,data/MLIP_training_data_DFT_labeled/GST225.xyz,1114
GST225:01115,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-225.729161,-3.700478,3.664804,1.195515,1839.1626,0.033167,data/MLIP_training_data_DFT_labeled/GST225.xyz,1115
GST225:01116,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-222.592137,-3.649051,4.442126,1.663316,1710.1057,0.03567,data/MLIP_training_data_DFT_labeled/GST225.xyz,1116
GST225:01117,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-223.14355,-3.658091,3.582979,1.556504,1763.1651,0.034597,data/MLIP_training_data_DFT_labeled/GST225.xyz,1117
GST225:01118,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-221.267057,-3.627329,3.293711,1.306194,1708.2706,0.035709,data/MLIP_training_data_DFT_labeled/GST225.xyz,1118
GST225:01119,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-224.72346,-3.683991,1.840442,0.646126,1728.0,0.035301,data/MLIP_training_data_DFT_labeled/GST225.xyz,1119
GST225:01120,GST225,Ge23Sb6Te32,Ge23Sb6Te32,61,GST-NE,-218.792604,-3.586764,5.577218,1.758572,1784.7298,0.034179,data/MLIP_training_data_DFT_labeled/GST225.xyz,1120
GST225:01121,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-674.307107,-3.440342,1.948433,0.844078,6161.6092,0.03181,data/MLIP_training_data_DFT_labeled/GST225.xyz,1121
GST225:01122,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-640.474936,-3.267729,3.519674,1.140688,8292.9779,0.023634,data/MLIP_training_data_DFT_labeled/GST225.xyz,1122
GST225:01123,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-657.086281,-3.352481,3.411377,0.942723,6541.0464,0.029965,data/MLIP_training_data_DFT_labeled/GST225.xyz,1123
GST225:01124,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-652.746266,-3.330338,2.811331,0.99393,7187.8982,0.027268,data/MLIP_training_data_DFT_labeled/GST225.xyz,1124
GST225:01125,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-640.032946,-3.265474,3.750174,1.28168,8008.1736,0.024475,data/MLIP_training_data_DFT_labeled/GST225.xyz,1125
GST225:01126,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-690.304303,-3.521961,1.531171,0.71463,6217.0205,0.031526,data/MLIP_training_data_DFT_labeled/GST225.xyz,1126
GST225:01127,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-687.564785,-3.507984,1.43942,0.613745,6368.7259,0.030775,data/MLIP_training_data_DFT_labeled/GST225.xyz,1127
GST225:01128,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-639.388889,-3.262188,5.913505,1.39307,7532.7738,0.02602,data/MLIP_training_data_DFT_labeled/GST225.xyz,1128
GST225:01129,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-653.057684,-3.331927,2.838542,0.947467,7014.1306,0.027944,data/MLIP_training_data_DFT_labeled/GST225.xyz,1129
GST225:01130,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-677.246471,-3.455339,2.04138,0.845144,6287.4281,0.031173,data/MLIP_training_data_DFT_labeled/GST225.xyz,1130
GST225:01131,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-682.712923,-3.483229,1.586752,0.687758,6324.1994,0.030992,data/MLIP_training_data_DFT_labeled/GST225.xyz,1131
GST225:01132,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-667.102722,-3.403585,2.0554,0.91911,6267.4525,0.031273,data/MLIP_training_data_DFT_labeled/GST225.xyz,1132
GST225:01133,GST225,GeSb2Te4,Ge28Sb56Te112,196,GST-NE,-659.715114,-3.365893,2.445187,0.925122,6325.5578,0.030985,data/MLIP_training_data_DFT_labeled/GST225.xyz,1133
